Server,min,mean,[+/-sd],median,max
node.js,0.0,101.9,79.19000000000001,416.2
go,0.0,98.8,76.87,433.3
python,0.0,90.2,63.739999999999995,419.1
nginx,0.0,86.2,51.11999999999999,317.3
apache,0.3,102.7,67.28,312.5
rust,0.0,84.1,54.42999999999999,301.3
