Server,min,mean,[+/-sd],median,max
node.js,4.8,190.5,73.05000000000001,467.4
go,10.7,183.0,76.05,467.1
python,10.9,175.6,69.49,438.2
nginx,1.6,166.5,50.21999999999999,335.8
apache,6.5,174.5,48.400000000000006,332.6
rust,2.8,162.7,47.910000000000004,329.0
