Server,min,mean,[+/-sd],median,max
node.js,3.2,187.0,72.36,454.9
go,2.1,179.7,75.38,463.6
python,2.2,172.3,68.94,432.2
nginx,0.0,163.2,49.849999999999994,330.8
apache,3.3,170.9,48.06,329.1
rust,2.3,159.4,47.59,324.4
